alg,seed,train,test,"theta [d1, t1, a1,  d2, t2, a2, shift]",pop_size,gens,stalled_gens,tolerance,patience,fitness_history,time(seconds)
PSO,828,-70942.97772486904,-3861.4949406488145,"[3.8183573551655012, 1.4230293283639681, 0.05, 128.96611232901728, 1.663754487454707, 0.49149939180276503, 5.402004044325822, 8.376269878343512]",50,35,10,0.0001,10,"[-4087.8079924976455, -12325.43880201976, -24815.6068740434, -50954.91914179914, -50954.91914179914, -53636.626691985584, -53636.626691985584, -59644.12188296382, -59644.12188296382, -59644.12188296382, -59644.12188296382, -59644.12188296382, -59787.26456301795, -61356.16677858601, -61356.16677858601, -63380.00183114794, -63380.00183114794, -63380.00183114794, -63380.00183114794, -63380.00183114794, -63380.00183114794, -63380.00183114794, -69947.51490429488, -69947.51490429488, -70942.97772486904, -70942.97772486904, -70942.97772486904, -70942.97772486904, -70942.97772486904, -70942.97772486904, -70942.97772486904, -70942.97772486904, -70942.97772486904, -70942.97772486904, -70942.97772486904]",3.81
PSO,830,-76728.85912311019,-2451.9772044589217,"[5.776869108616007, 0.058500907905471716, 0.050760876994591995, 20.0, 1.76784667680074, 0.2837662765803831, 8.962165039403935, 9.0]",50,29,10,0.0001,10,"[-7788.227269689354, -32476.059582850172, -42531.24129104538, -42531.24129104538, -42531.24129104538, -47431.20202731407, -47431.20202731407, -47431.20202731407, -47431.20202731407, -47431.20202731407, -47431.20202731407, -52938.12376778511, -52938.12376778511, -53008.293664392106, -57832.07051100324, -61121.286542091635, -69244.45379019497, -74051.30905497412, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019]",2.79
PSO,834,-29359.437413853862,-4951.301360373697,"[25.96119283948178, 2.4654732430155533, 0.47834792423501826, 20.0, 1.98000947310484, 0.49912134086394483, 7.109795464857502, 9.0]",50,26,10,0.0001,10,"[-4863.4729489469055, -9014.158478315263, -15287.537595453685, -16309.47022190366, -17096.60387314864, -17096.60387314864, -17096.60387314864, -17096.60387314864, -24061.0550841318, -29185.553257895353, -29185.553257895353, -29185.553257895353, -29185.553257895353, -29185.553257895353, -29185.553257895353, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862]",2.48
PSO,833,-118076.03989867195,-2298.061153737314,"[2.8479305113878848, 2.482264742946802, 0.11262948641384896, 121.72400040209715, 1.8358195112010396, 0.4962580110733816, 5.301111104575572, 4.030111481475265]",50,28,10,0.0001,10,"[-30988.56911292968, -30988.56911292968, -45617.740544104454, -45617.740544104454, -70770.50122870706, -70770.50122870706, -70770.50122870706, -70770.50122870706, -73658.82540643604, -95573.9704743675, -114988.32660882402, -114988.32660882402, -114988.32660882402, -114988.32660882402, -114988.32660882402, -114988.32660882402, -114988.32660882402, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195]",2.74
PSO,832,-104979.28870252677,-2410.2238789657736,"[2.9796628544668575, 0.08987262229126063, 0.37575499069381124, 199.30081336295206, 2.098596360840705, 0.49060254548098003, 3.059891246645567, 4.075012251951357]",50,30,10,0.0001,10,"[-18461.468869891152, -27591.911721774504, -45564.6128482214, -47218.07021232324, -47218.07021232324, -52904.17157533213, -52904.17157533213, -74315.1095197831, -74315.1095197831, -89364.73266387913, -89364.73266387913, -89364.73266387913, -92060.83317615246, -92060.83317615246, -99260.66331027013, -103900.23348474619, -104001.52821039032, -104001.52821039032, -104001.52821039032, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677]",3.41
PSO,835,-61389.39841907076,-4328.995357396795,"[4.047684972856252, 0.24897175595834198, 0.3922862784581586, 71.37699398668411, 1.7752676397691853, 0.44690710588998217, 4.972126081977866, 8.967879843260848]",50,24,10,0.0001,10,"[-20251.17331608125, -35443.18232798792, -35443.18232798792, -48950.33478005851, -48950.33478005851, -48950.33478005851, -56768.283557912364, -59609.771124985324, -59609.771124985324, -59734.56930899929, -61208.65930821239, -61208.65930821239, -61208.65930821239, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076]",2.51
PSO,831,-92224.65374037881,-4983.799597134624,"[5.0811499886977245, 0.16023077169285654, 0.3813106410227784, 131.19198206249084, 1.986296005337777, 0.28930066942028854, 6.97672868071536, 8.657864069604894]",50,49,10,0.0001,10,"[-7807.678067092905, -25124.721573426315, -43028.759309746616, -50255.695106168, -50255.695106168, -57982.13239930734, -57982.13239930734, -63320.94775237717, -63320.94775237717, -63320.94775237717, -63320.94775237717, -65525.89690472045, -65525.89690472045, -65525.89690472045, -65525.89690472045, -65525.89690472045, -65525.89690472045, -65525.89690472045, -65525.89690472045, -67298.68504553755, -67298.68504553755, -67298.68504553755, -67298.68504553755, -67298.68504553755, -67298.68504553755, -67298.68504553755, -67298.68504553755, -67298.68504553755, -71350.04894939199, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -92224.65374037881, -92224.65374037881, -92224.65374037881, -92224.65374037881, -92224.65374037881, -92224.65374037881, -92224.65374037881, -92224.65374037881, -92224.65374037881, -92224.65374037881, -92224.65374037881]",4.95
PSO,837,-116754.38988350553,-1704.5821400878724,"[3.3650327873633796, 0.0, 0.1513402440848856, 79.24365917081724, 1.9321920314784427, 0.4711411971809646, 4.936452393074999, 4.4289495414113915]",50,24,10,0.0001,10,"[-9706.827159399127, -38155.984001192155, -57386.49478784403, -78227.4751020428, -78227.4751020428, -79138.10898641344, -81021.03438777199, -82661.99238698135, -91923.41638317017, -91923.41638317017, -91923.41638317017, -94498.39294996693, -100079.71311130351, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",2.58
PSO,836,-116754.38988350553,-1704.5821400878724,"[2.841837363236895, 0.010773426192075608, 0.403482643045101, 199.14160164744837, 1.8643694229226702, 0.4706006461000157, 5.357694509497588, 4.241498443287773]",50,36,10,0.0001,10,"[-13123.842334571724, -29786.574628102695, -47994.23012616526, -50923.74754415402, -50923.74754415402, -55735.989927359566, -59787.26456301795, -59787.26456301795, -61389.39841907076, -61389.39841907076, -61461.21831673778, -61461.21831673778, -61461.21831673778, -61461.21831673778, -61461.21831673778, -88291.75912262076, -88291.75912262076, -88291.75912262076, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -99746.97099955502, -100079.71311130351, -103691.43751914306, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",4.03
PSO,839,-116754.38988350553,-1704.5821400878724,"[3.1650020889863133, 0.0, 0.10106975138260013, 20.432592151944664, 2.1989987564262523, 0.47104108856325216, 4.600838678831124, 3.9572536233418134]",50,30,10,0.0001,10,"[-10880.060635986694, -11610.605371370339, -65152.23068341924, -70671.23506074217, -70671.23506074217, -84781.87861468867, -84781.87861468867, -84781.87861468867, -91547.32834115905, -95983.21699691475, -100079.71311130351, -100079.71311130351, -105816.9311777904, -105816.9311777904, -105816.9311777904, -105816.9311777904, -105816.9311777904, -106354.19894930774, -106354.19894930774, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.18
PSO,840,-81627.7033501033,-5153.04335658428,"[3.9461779127584404, 2.457974956733383, 0.17470354210179637, 198.19549230595376, 2.121293296520924, 0.3830873717475311, 7.510692195957951, 8.552254210874834]",50,35,10,0.0001,10,"[-28906.737351930857, -74798.36285426885, -74798.36285426885, -76210.45371935095, -76210.45371935095, -76210.45371935095, -76210.45371935095, -76210.45371935095, -76210.45371935095, -76210.45371935095, -76210.45371935095, -76210.45371935095, -76210.45371935095, -76593.43232395827, -76593.43232395827, -76593.43232395827, -76593.43232395827, -78904.74409398777, -78904.74409398777, -78904.74409398777, -78904.74409398777, -78904.74409398777, -78904.74409398777, -78904.74409398777, -81627.7033501033, -81627.7033501033, -81627.7033501033, -81627.7033501033, -81627.7033501033, -81627.7033501033, -81627.7033501033, -81627.7033501033, -81627.7033501033, -81627.7033501033, -81627.7033501033]",3.4
PSO,842,-81112.73936792623,-5056.399508885534,"[3.813982276446971, 0.9169379385813649, 0.32220846356991956, 20.0, 2.4362487834975184, 0.4900356426577183, 4.949807084530751, 6.012295107718943]",50,31,10,0.0001,10,"[-5413.095747889634, -36623.82647441938, -36623.82647441938, -36623.82647441938, -36623.82647441938, -36623.82647441938, -36623.82647441938, -36623.82647441938, -38064.22825526171, -38064.22825526171, -38064.22825526171, -40057.875435375376, -41143.91760357388, -44394.99967578277, -51293.65778827493, -69947.51490429488, -69947.51490429488, -69947.51490429488, -73396.86564680935, -73396.86564680935, -81112.73936792623, -81112.73936792623, -81112.73936792623, -81112.73936792623, -81112.73936792623, -81112.73936792623, -81112.73936792623, -81112.73936792623, -81112.73936792623, -81112.73936792623, -81112.73936792623]",3.25
PSO,843,-110152.33684783716,-3597.2650153163886,"[2.6368886204575395, 2.3662747126917774, 0.18198359167635703, 200.0, 2.208202454318137, 0.5, 4.714851330598246, 5.896023663011708]",50,20,10,0.0001,10,"[-9848.726654180206, -26883.06012646589, -40904.52593952634, -46508.81604553654, -74597.80144686082, -74597.80144686082, -74597.80144686082, -74597.80144686082, -103594.53074169935, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716]",2.05
PSO,838,-116754.38988350553,-1704.5821400878724,"[2.6384784066624674, 0.2454259392239665, 0.4829657390999058, 87.26001648719578, 2.0980130875941656, 0.470494354487827, 5.205789179585951, 3.6721694336112467]",50,38,10,0.0001,10,"[-24255.147049399846, -41508.866660980275, -41508.866660980275, -41508.866660980275, -41508.866660980275, -41508.866660980275, -41508.866660980275, -41508.866660980275, -41508.866660980275, -41508.866660980275, -46707.7211726631, -46707.7211726631, -46707.7211726631, -46707.7211726631, -46707.7211726631, -46979.81262018797, -54262.46902199939, -54262.46902199939, -57239.896719356926, -72691.71234148805, -92045.12688075815, -94457.7747595303, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -104967.80580347912, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",4.36
PSO,841,-44556.24099882718,-2909.8582938879435,"[2.0, 0.06059134548787278, 0.15773029782820602, 60.34022804824761, 2.3838559069041763, 0.49499463878918454, 8.470625102602357, 4.844157637597136]",50,36,10,0.0001,10,"[-5447.521375343734, -10383.119554494177, -15388.223826986907, -20247.02811346745, -38683.88344229663, -39223.80874368698, -39223.80874368698, -39469.63802365371, -39469.63802365371, -39469.63802365371, -39469.63802365371, -39774.82329213149, -40983.01196191256, -41440.80131060956, -42165.115812412856, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -43781.8417457982, -44556.24099882718, -44556.24099882718, -44556.24099882718, -44556.24099882718, -44556.24099882718, -44556.24099882718, -44556.24099882718, -44556.24099882718, -44556.24099882718, -44556.24099882718, -44556.24099882718]",3.73
PSO,846,-62651.14830987376,-2691.247163149306,"[8.480681319180286, 2.270052958891201, 0.39012574469371725, 165.22728802453923, 1.7070047125584173, 0.40988324756946015, 6.39632612379111, 9.0]",50,16,10,0.0001,10,"[-17263.913742127967, -44058.717929923405, -44058.717929923405, -44058.717929923405, -44058.717929923405, -62651.14830987376, -62651.14830987376, -62651.14830987376, -62651.14830987376, -62651.14830987376, -62651.14830987376, -62651.14830987376, -62651.14830987376, -62651.14830987376, -62651.14830987376, -62651.14830987376]",1.66
PSO,845,-116754.38988350553,-1704.5821400878724,"[2.935971287621341, 0.19971428526841206, 0.4647908675530021, 175.2160253439127, 2.0128009759645047, 0.4714632010019672, 4.835555625725101, 4.111159450132216]",50,23,10,0.0001,10,"[-12748.437205715001, -26939.764383514954, -26939.764383514954, -26939.764383514954, -45560.833914096285, -45560.833914096285, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95705.47611532264, -95705.47611532264, -100079.71311130351, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",2.58
PSO,848,-29359.437413853862,-4951.301360373697,"[30.0, 2.0731181087103305, 0.47775574205661775, 86.6113126482688, 2.416712919095851, 0.5, 7.103915641535188, 9.0]",50,18,10,0.0001,10,"[-12874.05197030798, -20711.621537916126, -26026.24338551333, -28573.644439586304, -28573.644439586304, -29097.663037700095, -29097.663037700095, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862]",1.49
PSO,847,-31881.468129877478,-2696.9231008225665,"[28.13091428689917, 2.249789200752499, 0.3386180882672491, 48.83691241006067, 2.099580742921122, 0.5, 8.196201390524534, 9.0]",50,22,10,0.0001,10,"[-15480.45085317189, -20796.4381826389, -27838.426500181784, -27838.426500181784, -28254.88397986764, -31597.20684404556, -31597.20684404556, -31597.20684404556, -31597.20684404556, -31597.20684404556, -31597.20684404556, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478]",2.07
PSO,850,-69017.17795016983,-4579.847640830549,"[5.446482506552675, 0.0, 0.05, 52.91150930018293, 2.367639059052194, 0.2945986596239879, 8.277137794318989, 9.0]",50,17,10,0.0001,10,"[-10387.609608200764, -23785.996732993095, -36418.311720463455, -36549.114747291846, -36549.114747291846, -49602.39448967465, -69017.17795016983, -69017.17795016983, -69017.17795016983, -69017.17795016983, -69017.17795016983, -69017.17795016983, -69017.17795016983, -69017.17795016983, -69017.17795016983, -69017.17795016983, -69017.17795016983]",1.64
PSO,844,-57368.189618473116,-4150.277718789454,"[6.832716027845297, 0.5079595922565106, 0.5, 188.99123227401049, 1.796380962653067, 0.31383581247766806, 9.0, 9.0]",50,36,10,0.0001,10,"[-19795.33176246803, -29458.336923364124, -29566.623475074924, -29585.005773853292, -34601.81559042708, -34601.81559042708, -49315.2992032973, -49315.2992032973, -49315.2992032973, -49315.2992032973, -49315.2992032973, -49315.2992032973, -49417.40803701569, -49417.40803701569, -49417.40803701569, -51529.39261154102, -51529.39261154102, -51529.39261154102, -51529.39261154102, -51529.39261154102, -51529.39261154102, -51529.39261154102, -51529.39261154102, -51529.39261154102, -51529.39261154102, -57368.189618473116, -57368.189618473116, -57368.189618473116, -57368.189618473116, -57368.189618473116, -57368.189618473116, -57368.189618473116, -57368.189618473116, -57368.189618473116, -57368.189618473116, -57368.189618473116]",3.78
PSO,851,-76716.79762568025,-4059.3814851122793,"[5.288299194579041, 2.009264485290264, 0.1626956811661438, 200.0, 1.6301441469987006, 0.33261392221134073, 9.0, 9.0]",50,18,10,0.0001,10,"[-12486.181294033157, -13744.181361873867, -13744.181361873867, -18984.51617558788, -26902.5898538163, -32225.743724351334, -39402.509977925605, -76716.79762568025, -76716.79762568025, -76716.79762568025, -76716.79762568025, -76716.79762568025, -76716.79762568025, -76716.79762568025, -76716.79762568025, -76716.79762568025, -76716.79762568025, -76716.79762568025]",1.64
PSO,849,-99772.68018574527,-3039.156319508696,"[2.668931975672634, 2.1259800979105052, 0.05, 194.15526718973288, 2.0631788946854623, 0.47344209497467304, 4.9304709403672495, 6.178621257327283]",50,26,10,0.0001,10,"[-8909.038665526497, -19046.802693699476, -38683.88344229663, -56084.49567859189, -56084.49567859189, -64925.23135681371, -64925.23135681371, -66722.79331355526, -67806.06073776302, -77067.61580259482, -77271.93469232178, -77271.93469232178, -77271.93469232178, -77271.93469232178, -84212.68108530363, -99772.68018574527, -99772.68018574527, -99772.68018574527, -99772.68018574527, -99772.68018574527, -99772.68018574527, -99772.68018574527, -99772.68018574527, -99772.68018574527, -99772.68018574527, -99772.68018574527]",2.62
PSO,853,-118076.03989867195,-2298.061153737314,"[3.0799487414839013, 2.4494310392869822, 0.12632066152673363, 22.16585289356567, 1.686639805130697, 0.5, 4.89799968081975, 3.5415107978788045]",50,26,10,0.0001,10,"[-23317.054464768753, -66268.98835513505, -66268.98835513505, -66268.98835513505, -66268.98835513505, -73042.77892121345, -73042.77892121345, -75707.28810230903, -77291.03925871561, -91254.27330286171, -94257.80526781258, -109414.41277842734, -109414.41277842734, -112710.85825161963, -112710.85825161963, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195]",3.14
PSO,854,-116754.38988350553,-1704.5821400878724,"[2.864226961200527, 0.20479981860761426, 0.05, 104.04460178131497, 1.94574374796434, 0.4710471198635171, 4.880387370171718, 3.8163232631759008]",50,23,10,0.0001,10,"[-20051.084851890417, -53412.70796753274, -53412.70796753274, -53412.70796753274, -54071.40927866154, -63424.319593090666, -63424.319593090666, -99671.78064397509, -99671.78064397509, -99671.78064397509, -99746.97099955502, -99746.97099955502, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",2.89
PSO,852,-80145.72439436278,-2616.024015572622,"[8.317846806162189, 1.705976713756688, 0.49407318224321156, 172.622988821377, 1.7444368915933444, 0.5, 5.753422506171848, 9.0]",50,32,10,0.0001,10,"[-13427.008596010857, -17143.807294409224, -26967.850811413882, -31276.214500304817, -32591.925106499482, -44448.04907035657, -44448.04907035657, -53975.24650447574, -53975.24650447574, -53975.24650447574, -66998.39716898231, -66998.39716898231, -66998.39716898231, -66998.39716898231, -66998.39716898231, -66998.39716898231, -66998.39716898231, -75347.11857185038, -75347.11857185038, -75347.11857185038, -75347.11857185038, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278]",3.51
PSO,855,-76728.85912311019,-2451.9772044589217,"[6.339317388341041, 0.0, 0.47234437765715115, 20.0, 2.0182003980175804, 0.2837863022779432, 8.921154192532072, 8.987470721430405]",50,28,10,0.0001,10,"[-6685.6435202163175, -13735.33562971464, -27861.57296397603, -51168.247073117156, -51168.247073117156, -51168.247073117156, -61320.10808536917, -61320.10808536917, -61320.10808536917, -65126.11391400901, -65126.11391400901, -65126.11391400901, -65525.89690472045, -74051.30905497412, -74051.30905497412, -74051.30905497412, -74051.30905497412, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019]",3.11
PSO,856,-104979.28870252677,-2410.2238789657736,"[2.5263808589695347, 0.0, 0.2758622855221436, 20.0, 1.6716523320919345, 0.4904841231886084, 3.0, 3.70396420032431]",50,27,10,0.0001,10,"[-35561.207088030016, -54915.793251143725, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363, -79790.30473764968, -79790.30473764968, -103616.60369470537, -103616.60369470537, -103616.60369470537, -103900.23348474619, -103900.23348474619, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677]",3.72
PSO,857,-116754.38988350553,-1704.5821400878724,"[3.166960072869398, 0.048901057087760096, 0.11481703322220893, 76.06568073608162, 1.6610216210642463, 0.4711662870217698, 4.94641218975053, 4.0058384879845965]",50,31,10,0.0001,10,"[-39120.86301192089, -40364.017245044204, -59434.27148972166, -59434.27148972166, -59434.27148972166, -60946.42762614856, -72499.24537492686, -84334.70436727295, -84334.70436727295, -84334.70436727295, -92304.00945075351, -92304.00945075351, -94498.39294996693, -94498.39294996693, -94498.39294996693, -95705.47611532264, -100079.71311130351, -103426.01658910458, -103691.43751914306, -104967.80580347912, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",4.11
PSO,858,-92224.65374037881,-4983.799597134624,"[4.844422711939127, 0.0, 0.5, 24.196312485970555, 2.0825936370769695, 0.289703228062229, 6.820575220151898, 9.0]",50,38,10,0.0001,10,"[-39134.72045740594, -48005.49621606182, -48005.49621606182, -55070.29164150695, -55070.29164150695, -55989.637716660494, -55989.637716660494, -82675.05490883758, -82675.05490883758, -82675.05490883758, -82675.05490883758, -82675.05490883758, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91935.18227494946, -91935.18227494946, -91935.18227494946, -91935.18227494946, -91935.18227494946, -91998.58014495713, -91998.58014495713, -91998.58014495713, -92224.65374037881, -92224.65374037881, -92224.65374037881, -92224.65374037881, -92224.65374037881, -92224.65374037881, -92224.65374037881, -92224.65374037881, -92224.65374037881, -92224.65374037881, -92224.65374037881]",4.45
PSO,860,-28084.15448686801,-2252.255027171316,"[2.0, 3.0, 0.16993548868848862, 192.98971618490685, 3.0, 0.05, 3.0, 4.027751600466615]",50,17,10,0.0001,10,"[-15221.506040792257, -16890.49563644789, -24048.145670120026, -24048.145670120026, -24048.145670120026, -27669.690294280543, -28084.15448686801, -28084.15448686801, -28084.15448686801, -28084.15448686801, -28084.15448686801, -28084.15448686801, -28084.15448686801, -28084.15448686801, -28084.15448686801, -28084.15448686801, -28084.15448686801]",2.46
PSO,859,-63707.57433992963,-3500.620174072932,"[4.476981528422178, 0.3708615906440215, 0.48882108189541784, 130.4946942660108, 1.8989939368369662, 0.36721010313813857, 4.937856459532208, 8.17900051296442]",50,36,10,0.0001,10,"[-42141.44499172532, -42141.44499172532, -42141.44499172532, -48078.509334115624, -56206.41029476033, -56206.41029476033, -56206.41029476033, -56206.41029476033, -59609.771124985324, -59945.88670608059, -59945.88670608059, -59945.88670608059, -59963.80652881007, -59963.80652881007, -59963.80652881007, -61389.39841907076, -63639.30987604582, -63639.30987604582, -63639.30987604582, -63639.30987604582, -63639.30987604582, -63639.30987604582, -63639.30987604582, -63639.30987604582, -63639.30987604582, -63707.57433992963, -63707.57433992963, -63707.57433992963, -63707.57433992963, -63707.57433992963, -63707.57433992963, -63707.57433992963, -63707.57433992963, -63707.57433992963, -63707.57433992963, -63707.57433992963]",4.75
PSO,863,-116754.38988350553,-1704.5821400878724,"[2.7168728439058163, 0.0, 0.05, 200.0, 2.4499282870798957, 0.47080540929595865, 4.938240650315165, 3.8717650648797695]",50,25,10,0.0001,10,"[-14995.670686859254, -31023.7427707271, -31023.7427707271, -31023.7427707271, -49946.624105507886, -49946.624105507886, -49946.624105507886, -49946.624105507886, -67194.14290265614, -75914.01950785772, -91923.41638317017, -93949.77199727132, -104967.80580347912, -104967.80580347912, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.1
PSO,861,-104979.28870252677,-2410.2238789657736,"[3.324327566400931, 0.0, 0.29217844977696295, 157.47811649300976, 2.4011162116266602, 0.49015438079462886, 3.0, 4.103344106674691]",50,27,10,0.0001,10,"[-6325.2452323578, -31990.61154877222, -46233.25904690473, -46233.25904690473, -46233.25904690473, -46233.25904690473, -46233.25904690473, -46233.25904690473, -72051.8743685929, -76795.11682750363, -76795.11682750363, -86276.47944214086, -86276.47944214086, -97677.81121833711, -103900.23348474619, -103900.23348474619, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677]",3.52
PSO,862,-116754.38988350553,-2230.102508417966,"[2.865521175742148, 0.03515747245390469, 0.46032629531668967, 22.989791614401177, 1.690134744719177, 0.4716009877974682, 5.379557155446072, 3.6994641392715524]",50,28,10,0.0001,10,"[-22471.51136559029, -26176.20248811972, -61911.09624869037, -61911.09624869037, -61911.09624869037, -61911.09624869037, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363, -84997.56117738751, -86757.39550034066, -87658.41388264713, -95144.0433579821, -98083.32429145623, -103691.43751914306, -103691.43751914306, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.52
PSO,865,-70171.26539991665,-3159.842159162032,"[2.0, 2.620776567563907, 0.05333335213867442, 31.11531859085249, 3.0, 0.05, 8.279808719744537, 9.0]",50,21,10,0.0001,10,"[-14224.05637808312, -27163.56387375216, -27163.56387375216, -36440.82887236931, -40153.54982918405, -49214.62319359904, -65786.62067299722, -65786.62067299722, -65786.62067299722, -65786.62067299722, -70171.26539991665, -70171.26539991665, -70171.26539991665, -70171.26539991665, -70171.26539991665, -70171.26539991665, -70171.26539991665, -70171.26539991665, -70171.26539991665, -70171.26539991665, -70171.26539991665]",2.4
PSO,866,-61389.39841907076,-4328.995357396795,"[4.142492676717641, 0.0, 0.23783302934628303, 46.71352262680409, 1.6499746855661055, 0.44813064329811186, 4.638504451646491, 9.0]",50,20,10,0.0001,10,"[-22735.578040030803, -28787.40162503801, -40572.04466033328, -40698.59718297584, -52669.20825000213, -52669.20825000213, -52669.20825000213, -59609.771124985324, -59609.771124985324, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076]",2.17
PSO,864,-116754.38988350553,-2230.102508417966,"[2.7747285598035765, 0.0, 0.11114164113334213, 190.42046514830338, 1.7037161871563236, 0.4715140150905219, 5.411275227175795, 4.346282861023735]",50,32,10,0.0001,10,"[-9425.161874000152, -12890.423572216054, -21272.781767261724, -21272.781767261724, -41508.866660980275, -41508.866660980275, -41508.866660980275, -47452.1322968221, -49105.68067005555, -49476.01187538188, -51815.31736172398, -78574.33049850729, -99746.97099955502, -99746.97099955502, -100079.71311130351, -100079.71311130351, -100079.71311130351, -100079.71311130351, -103426.01658910458, -103426.01658910458, -105816.9311777904, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",4.19
